UserId,ItemId,rating,timestamp
0,215,5.0,964981144
0,15,5.0,964981680
0,96,4.0,964980875
0,185,5.0,964981680
0,76,2.0,964983393
0,171,4.0,964980523
0,213,5.0,964982328
0,77,5.0,964981909
0,99,4.0,964982620
0,225,5.0,964982363
0,64,5.0,964983484
0,209,5.0,964983536
0,73,5.0,964980499
0,19,4.0,964982563
0,153,5.0,964981093
0,190,5.0,964982191
0,101,3.0,964981125
0,78,5.0,964981909
0,52,5.0,964982791
0,219,5.0,964980668
0,150,4.0,964982462
0,144,4.0,964982989
0,212,4.0,964981799
0,200,5.0,964981208
0,126,5.0,964982400
0,147,5.0,964983263
0,139,4.0,964981725
0,70,5.0,964981827
0,113,4.0,964981780
0,193,4.0,964983034
0,25,5.0,964981909
0,110,4.0,964981404
0,20,4.0,964980962
0,17,3.0,964982310
0,158,5.0,964983414
0,122,5.0,964982903
0,228,5.0,964981855
0,136,5.0,964982791
0,188,5.0,964981872
0,116,4.0,964981710
0,207,3.0,964983108
0,18,5.0,964981179
0,148,2.0,964983546
0,192,5.0,964983282
0,135,5.0,964982876
0,160,4.0,964984169
0,105,5.0,964983504
0,130,5.0,964982653
0,167,5.0,964983000
0,74,5.0,964982951
0,39,3.0,964981775
0,146,5.0,964983664
0,102,5.0,964982346
0,204,4.0,964982495
0,108,5.0,964981125
0,33,4.0,964982271
0,61,5.0,964981327
0,217,4.0,964981775
0,48,5.0,964983219
0,59,4.0,964980924
0,133,4.0,964981725
0,42,3.0,964984086
0,118,5.0,964981710
0,211,4.0,964981799
0,28,5.0,964984002
0,132,4.0,964982588
0,152,2.0,964983094
0,30,4.0,964982653
0,159,5.0,964982588
0,149,5.0,964983861
0,4,5.0,964982931
0,103,5.0,964982951
0,120,5.0,964980523
0,21,5.0,964982588
0,89,5.0,964981909
0,80,5.0,964983618
0,203,5.0,964983873
0,180,5.0,964983414
0,218,4.0,964982271
0,223,5.0,964983737
0,8,5.0,964984041
0,202,4.0,964981872
0,222,5.0,964981589
0,165,5.0,964981265
0,227,4.0,964980694
0,231,5.0,964984002
0,92,3.0,964982653
0,91,4.0,964983393
0,1,4.0,964981247
0,189,5.0,964982176
0,163,3.0,964982328
0,173,5.0,964982620
0,114,5.0,964981497
0,183,4.0,964980523
0,154,4.0,964982310
0,168,5.0,964981144
0,35,5.0,964982838
0,123,4.0,964982563
0,161,4.0,965719662
0,26,4.0,964982346
0,127,5.0,964982838
0,100,5.0,964982290
0,138,5.0,964982838
0,230,4.0,964982903
0,6,5.0,964980868
0,82,5.0,964981442
0,174,4.0,964983393
0,62,5.0,964982951
0,68,5.0,964981827
0,124,5.0,964982791
0,98,5.0,964981107
0,178,5.0,964981855
0,32,4.0,964982546
0,67,5.0,964981327
0,47,4.0,964983614
0,112,4.0,964983056
0,88,5.0,964982703
0,216,4.0,964981725
0,5,3.0,964982400
0,224,5.0,964981909
0,50,5.0,964982681
0,194,5.0,964982495
0,51,5.0,964982876
0,221,4.0,964982271
0,134,5.0,964982529
0,128,5.0,964982838
0,125,4.0,964981747
0,37,3.0,964982563
0,155,3.0,964982513
0,179,5.0,964980985
0,38,5.0,964982838
0,166,5.0,964981888
0,157,4.0,964982620
0,94,3.0,964982310
0,172,4.0,964982377
0,208,5.0,964981107
0,63,4.0,964984018
0,210,5.0,964983484
0,169,4.0,964983080
0,53,5.0,964982855
0,44,5.0,964982475
0,121,4.0,964981888
0,43,4.0,964980499
0,72,4.0,964983250
0,111,5.0,964983034
0,196,5.0,964982242
0,65,5.0,964981680
0,34,4.0,964983793
0,13,5.0,964981179
0,119,4.0,964984176
0,117,4.0,964982211
0,186,5.0,964982703
0,16,3.0,964982967
0,10,5.0,964983650
0,131,4.0,964982838
0,187,4.0,964982290
0,12,3.0,964980985
0,27,3.0,964981208
0,205,1.0,964983504
0,95,3.0,964984112
0,22,4.0,964981710
0,143,2.0,964981775
1,249,3.5,1445714891
1,250,2.5,1445714938
1,257,5.0,1445715272
1,238,4.5,1445715141
1,253,3.0,1445715145
1,237,4.0,1445715064
1,251,3.5,1445714874
1,254,4.0,1445714882
1,252,5.0,1445714966
1,219,4.0,1445714885
1,247,4.0,1445715166
1,239,5.0,1445714980
1,242,4.0,1445714926
1,245,4.5,1445715340
1,18,4.0,1445715029
1,241,3.0,1445714974
1,240,4.5,1445715154
1,235,3.5,1445714960
1,244,4.0,1445714841
1,236,4.0,1445715013
2,290,0.5,1306464164
2,288,4.5,1306463993
2,274,5.0,1306463925
2,269,0.5,1306464189
2,278,5.0,1306463770
2,282,4.5,1306464021
2,285,5.0,1306463670
2,260,0.5,1306463619
2,276,0.5,1306463638
2,280,5.0,1306463718
2,275,4.5,1306464054
2,286,4.5,1306464036
2,264,0.5,1306463567
2,86,3.5,1306463323
2,283,5.0,1306463825
2,265,0.5,1306463627
2,289,5.0,1306463815
2,273,0.5,1306464293
2,261,0.5,1306464228
2,263,5.0,1306463611
2,281,5.0,1306463708
2,277,0.5,1306464245
2,268,0.5,1306463624
2,270,3.0,1306463561
2,224,5.0,1306463603
2,267,0.5,1306463569
2,102,4.5,1306464003
3,337,5.0,964538571
3,316,2.0,986848828
3,305,5.0,964622684
3,184,5.0,964539140
3,397,5.0,945078863
3,352,1.0,964539205
3,457,4.0,1007574532
3,438,4.0,986849149
3,76,4.0,964539961
3,370,2.0,986849001
3,402,1.0,964778621
3,314,4.0,945078690
3,364,1.0,945079906
3,344,5.0,964539723
3,453,1.0,1007569586
3,329,5.0,964623347
3,379,5.0,945079653
3,444,2.0,1007569424
3,415,1.0,964538930
3,380,2.0,964622684
3,292,2.0,945173447
3,437,3.0,986849226
3,377,1.0,986934786
3,360,3.0,945078467
3,427,5.0,986849180
3,459,5.0,1007569424
3,401,4.0,964539986
3,365,4.0,964622758
3,60,4.0,945079483
3,366,4.0,945079956
3,430,4.0,986849164
3,319,1.0,945079106
3,312,3.0,986934901
3,381,4.0,986934786
3,338,3.0,986849085
3,357,2.0,986934832
3,74,4.0,945079729
3,307,5.0,964538468
3,408,5.0,986934870
3,97,4.0,964622830
3,68,5.0,964538763
3,31,2.0,945079301
3,404,5.0,964539628
3,389,5.0,964540008
3,424,2.0,986849212
3,396,4.0,945079858
3,414,4.0,964539121
3,416,4.0,964539828
3,291,3.0,986935199
3,299,5.0,945078571
3,451,4.0,1007569586
3,88,5.0,945079653
3,346,5.0,964539723
3,36,5.0,964540008
3,405,5.0,945078814
3,373,2.0,964539431
3,320,5.0,945078636
3,383,4.0,945079052
3,423,5.0,964538351
3,315,2.0,945078467
3,452,3.0,1007574509
3,154,4.0,986935302
3,420,5.0,964538329
3,429,3.0,986849149
3,368,3.0,964539357
3,205,4.0,964539771
3,116,5.0,945078967
3,355,4.0,964538728
3,449,4.0,1007574470
3,362,5.0,945079767
3,456,3.0,1007569445
3,127,5.0,945079521
3,458,4.0,1007569465
3,390,1.0,945629238
3,233,1.0,945629015
3,400,2.0,945078542
3,393,4.0,945078467
3,317,5.0,945174290
3,306,3.0,986848894
3,371,4.0,964622642
3,166,1.0,945173385
3,103,2.0,945079837
3,98,4.0,945079790
3,264,5.0,945079670
3,339,5.0,945173654
3,347,4.0,964539180
3,309,5.0,964538500
3,378,3.0,986934870
3,421,4.0,986849238
3,303,5.0,945079078
3,443,3.0,986848700
3,171,1.0,986848894
3,349,5.0,964538500
3,411,4.0,986934884
3,417,4.0,964623306
3,198,4.0,986936200
3,69,5.0,964538763
3,294,3.0,964622786
3,446,4.0,1007574542
3,52,4.0,945079232
3,217,1.0,986848908
3,425,1.0,986935199
3,340,3.0,964540578
3,331,4.0,945078446
3,434,3.0,986848856
3,310,4.0,945629063
3,386,5.0,986934738
3,436,3.0,986849201
3,67,5.0,986934625
3,326,3.0,945078601
3,413,5.0,964622487
3,322,4.0,945079670
3,382,2.0,945078690
3,376,4.0,964622714
3,342,2.0,945078946
3,367,5.0,945079143
3,369,5.0,945174134
3,409,2.0,945078946
3,59,2.0,986934819
3,419,3.0,964622758
3,37,3.0,945079906
3,441,4.0,986934901
3,335,5.0,945173902
3,422,2.0,964538243
3,318,5.0,945079872
3,450,1.0,1007569465
3,153,3.0,964623306
3,455,5.0,1007569445
3,433,1.0,986849254
3,454,3.0,1007574532
3,398,5.0,964622684
3,358,5.0,945078690
3,229,3.0,986936207
3,351,5.0,945174025
3,192,2.0,945078528
3,343,5.0,945079259
3,178,5.0,945079013
3,14,2.0,945173513
3,353,4.0,964539326
3,440,3.0,986848665
3,431,4.0,986849130
3,296,4.0,986848784
3,356,4.0,986849037
3,324,2.0,945078587
3,302,2.0,945079259
3,308,5.0,945079182
3,108,4.0,945079889
3,375,3.0,964540505
3,426,3.0,964539085
3,328,4.0,964622714
3,311,4.0,964622786
4,471,3.0,847434882
4,0,4.0,847434962
4,32,5.0,847434747
4,306,5.0,847435337
4,305,4.0,847435292
4,307,3.0,847435129
4,323,5.0,847434832
4,4,4.0,847434881
4,36,3.0,847435258
4,473,3.0,847435292
4,322,4.0,847434801
4,475,3.0,847435129
4,463,3.0,847434748
4,17,2.0,847434832
4,461,4.0,847435292
4,480,3.0,847434962
4,460,4.0,847434881
4,313,2.0,847435238
4,479,5.0,847435238
4,295,5.0,847435238
4,462,3.0,847434961
4,291,4.0,847435238
4,477,3.0,847435311
4,474,4.0,847435337
4,464,3.0,847434802
4,22,4.0,847435129
4,7,4.0,847434880
4,16,5.0,847434748
4,465,3.0,847435292
4,33,3.0,847434747
5,32,5.0,845553109
5,719,4.0,845556860
5,587,4.0,845553253
5,527,4.0,845553660
5,470,3.0,845553146
5,519,3.0,845553757
5,485,3.0,845555281
5,572,3.0,845555172
5,558,5.0,845553966
5,598,1.0,845554062
5,514,4.0,845554584
5,603,5.0,845553586
5,689,1.0,845555006
5,721,4.0,845556278
5,713,4.0,845556475
5,533,3.0,845554263
5,482,3.0,845554349
5,532,5.0,845553695
5,18,5.0,845553757
5,466,4.0,845553695
5,593,1.0,845555151
5,684,5.0,845555249
5,631,3.0,845554551
5,29,3.0,845554099
5,709,3.0,845556448
5,647,3.0,845553794
5,589,3.0,845555436
5,531,3.0,845553146
5,622,3.0,845554987
5,3,4.0,845553317
5,511,2.0,845555694
5,506,3.0,845555151
5,473,3.0,845553354
5,313,3.0,845553457
5,688,3.0,845555046
5,630,3.0,845554224
5,676,4.0,845555046
5,613,3.0,845555265
5,600,3.0,845555071
5,687,2.0,845555694
5,493,5.0,845553875
5,545,3.0,845556290
5,703,3.0,845555675
5,544,3.0,845553586
5,510,3.0,845555300
5,60,3.0,845555571
5,692,5.0,845554584
5,683,3.0,845555571
5,659,3.0,845553844
5,680,3.0,845555694
5,505,3.0,845555070
5,565,5.0,845554263
5,461,5.0,845553726
5,668,4.0,845555342
5,525,4.0,845553966
5,524,4.0,845553586
5,30,3.0,845553875
5,8,4.0,845553586
5,467,3.0,845553457
5,617,3.0,845554962
5,580,5.0,845553844
5,465,3.0,845553283
5,634,3.0,845553489
5,604,4.0,845553253
5,615,3.0,845555094
5,11,4.0,845554099
5,508,3.0,845554907
5,312,4.0,845554455
5,720,4.0,845556579
5,664,3.0,845554099
5,578,4.0,845555151
5,675,4.0,845555265
5,539,3.0,845553283
5,28,3.0,845553426
5,554,2.0,845553994
5,504,4.0,845553660
5,667,3.0,845554908
5,609,3.0,845555382
5,474,4.0,845553522
5,507,4.0,845555317
5,487,4.0,845553489
5,693,3.0,845556506
5,546,3.0,845553619
5,576,4.0,845555249
5,636,4.0,845553457
5,550,3.0,845556106
5,319,3.0,845553522
5,543,4.0,845554455
5,691,3.0,845556462
5,646,4.0,845554141
5,642,2.0,845553844
5,471,5.0,845553317
5,592,3.0,845556119
5,716,2.0,845556412
5,670,5.0,845553381
5,652,3.0,845554176
5,538,3.0,845553938
5,595,5.0,845554603
5,571,5.0,845554176
5,522,3.0,845554987
5,553,3.0,845555382
5,610,4.0,845553726
5,232,5.0,845553200
5,321,3.0,845553426
5,500,4.0,845554551
5,705,4.0,845555694
5,10,3.0,845553907
5,22,4.0,845553317
