1,0
3,1
6,2
47,3
50,4
70,5
101,6
110,7
151,8
157,9
163,10
216,11
223,12
231,13
235,14
260,15
296,16
316,17
333,18
349,19
356,20
362,21
367,22
423,23
441,24
457,25
480,26
500,27
527,28
543,29
552,30
553,31
590,32
592,33
593,34
596,35
608,36
648,37
661,38
673,39
733,40
736,41
780,42
804,43
919,44
923,45
940,46
943,47
954,48
1009,49
1023,50
1024,51
1025,52
1029,53
1030,54
1031,55
1032,56
1042,57
1049,58
1060,59
1073,60
1080,61
1089,62
1090,63
1092,64
1097,65
1127,66
1136,67
1196,68
1197,69
1198,70
1206,71
1208,72
1210,73
1213,74
1214,75
1219,76
1220,77
1222,78
1224,79
1226,80
1240,81
1256,82
1258,83
1265,84
1270,85
1275,86
1278,87
1282,88
1291,89
1298,90
1348,91
1377,92
1396,93
1408,94
1445,95
1473,96
1500,97
1517,98
1552,99
1573,100
1580,101
1587,102
1617,103
1620,104
1625,105
1644,106
1676,107
1732,108
1777,109
1793,110
1804,111
1805,112
1920,113
1927,114
1954,115
1967,116
2000,117
2005,118
2012,119
2018,120
2028,121
2033,122
2046,123
2048,124
2054,125
2058,126
2078,127
2090,128
2093,129
2094,130
2096,131
2099,132
2105,133
2115,134
2116,135
2137,136
2139,137
2141,138
2143,139
2161,140
2174,141
2193,142
2253,143
2268,144
2273,145
2291,146
2329,147
2338,148
2353,149
2366,150
2387,151
2389,152
2395,153
2406,154
2414,155
2427,156
2450,157
2459,158
2470,159
2478,160
2492,161
2502,162
2528,163
2529,164
2542,165
2571,166
2580,167
2596,168
2616,169
2617,170
2628,171
2640,172
2641,173
2644,174
2648,175
2654,176
2657,177
2692,178
2700,179
2716,180
2761,181
2797,182
2826,183
2858,184
2872,185
2899,186
2916,187
2944,188
2947,189
2948,190
2949,191
2959,192
2985,193
2987,194
2991,195
2993,196
2997,197
3033,198
3034,199
3052,200
3053,201
3062,202
3147,203
3168,204
3176,205
3243,206
3247,207
3253,208
3273,209
3386,210
3439,211
3440,212
3441,213
3448,214
3450,215
3479,216
3489,217
3527,218
3578,219
3617,220
3639,221
3671,222
3702,223
3703,224
3729,225
3740,226
3744,227
3793,228
3809,229
4006,230
5060,231
318,232
1704,233
6874,234
8798,235
46970,236
48516,237
58559,238
60756,239
68157,240
71535,241
74458,242
77455,243
79132,244
80489,245
80906,246
86345,247
89774,248
91529,249
91658,250
99114,251
106782,252
109487,253
112552,254
114060,255
115713,256
122882,257
131724,258
31,259
647,260
688,261
720,262
849,263
914,264
1093,265
1124,266
1263,267
1272,268
1302,269
1371,270
2080,271
2288,272
2424,273
2851,274
3024,275
3210,276
3949,277
4518,278
5048,279
5181,280
5746,281
5764,282
5919,283
6238,284
6835,285
7899,286
7991,287
26409,288
70946,289
72378,290
21,291
32,292
45,293
52,294
58,295
106,296
125,297
126,298
162,299
171,300
176,301
190,302
215,303
222,304
232,305
247,306
265,307
319,308
342,309
345,310
348,311
351,312
357,313
368,314
417,315
450,316
475,317
492,318
509,319
538,320
539,321
588,322
595,323
599,324
708,325
759,326
800,327
892,328
898,329
899,330
902,331
904,332
908,333
910,334
912,335
920,336
930,337
937,338
1046,339
1057,340
1077,341
1079,342
1084,343
1086,344
1094,345
1103,346
1179,347
1183,348
1188,349
1199,350
1203,351
1211,352
1225,353
1250,354
1259,355
1266,356
1279,357
1283,358
1288,359
1304,360
1391,361
1449,362
1466,363
1597,364
1641,365
1719,366
1733,367
1734,368
1834,369
1860,370
1883,371
1885,372
1892,373
1895,374
1907,375
1914,376
1916,377
1923,378
1947,379
1966,380
1968,381
2019,382
2076,383
2109,384
2145,385
2150,386
2186,387
2203,388
2204,389
2282,390
2324,391
2336,392
2351,393
2359,394
2390,395
2467,396
2583,397
2599,398
2683,399
2712,400
2762,401
2763,402
2770,403
2791,404
2843,405
2874,406
2921,407
2926,408
2973,409
3044,410
3060,411
3079,412
3083,413
3160,414
3175,415
3204,416
3255,417
3317,418
3358,419
3365,420
