UserId,ItemId,rating,timestamp,itemage,predOP
0,73,5.0,964980499,3,0.8691574
0,43,4.0,964980499,3,0.012207212
0,120,5.0,964980523,0,0.28916255
0,171,4.0,964980523,1,0.59546393
0,183,4.0,964980523,0,0.13331653
0,219,5.0,964980668,0,0.7600428
0,220,4.0,964980683,0,0.3335974
0,227,4.0,964980694,0,0.114268854
0,184,5.0,964980868,0,0.77567697
0,6,5.0,964980868,0,0.09853332
0,24,4.0,964980868,0,0.30023262
0,96,4.0,964980875,0,0.021561492
0,197,4.0,964980896,0,0.5706993
0,14,4.0,964980908,4,0.15710928
0,59,4.0,964980924,3,0.20584287
0,20,4.0,964980962,4,0.79323906
0,12,3.0,964980985,4,0.35349414
0,97,4.0,964980985,2,0.24190904
0,179,5.0,964980985,0,0.6202788
0,153,5.0,964981093,0,0.4010202
0,206,3.0,964981093,0,0.09330522
0,208,5.0,964981107,0,0.4888461
0,98,5.0,964981107,3,0.44727257
0,101,3.0,964981125,3,0.7843484
0,108,5.0,964981125,2,0.31618968
0,168,5.0,964981144,0,0.056395527
0,215,5.0,964981144,0,0.19852184
0,57,4.0,964981179,3,0.12726586
0,29,4.0,964981179,3,0.09874961
0,13,5.0,964981179,4,0.31885117
0,18,5.0,964981179,4,0.11413548
0,27,3.0,964981208,4,0.4655462
0,11,5.0,964981208,4,0.15444458
0,200,5.0,964981208,0,0.50266844
0,229,4.0,964981220,0,0.3604789
0,109,4.0,964981230,2,0.17740591
0,1,4.0,964981247,3,0.15718728
0,165,5.0,964981265,1,0.22790463
0,162,5.0,964981278,0,0.56505436
0,67,5.0,964981327,3,0.59478116
0,61,5.0,964981327,3,0.52133715
0,110,4.0,964981404,0,0.025527487
0,82,5.0,964981442,0,0.12037864
0,114,5.0,964981497,0,0.052007455
0,45,5.0,964981529,3,0.21694747
0,222,5.0,964981589,0,0.43268824
0,185,5.0,964981680,0,0.14455964
0,15,5.0,964981680,3,0.8909719
0,60,5.0,964981680,3,0.6106601
0,65,5.0,964981680,3,0.65595543
0,141,4.0,964981680,0,0.67680186
0,182,4.0,964981710,0,0.7125094
0,142,4.0,964981710,0,0.28674805
0,140,5.0,964981710,0,0.27844092
0,116,4.0,964981710,0,0.2658144
0,118,5.0,964981710,0,0.4181466
0,22,4.0,964981710,4,0.50991905
0,129,3.0,964981710,0,0.031889934
0,133,4.0,964981725,0,0.51552236
0,139,4.0,964981725,0,0.099560015
0,216,4.0,964981725,0,0.128801
0,125,4.0,964981747,0,0.53788453
0,49,3.0,964981775,3,0.032586884
0,39,3.0,964981775,4,0.14946404
0,217,4.0,964981775,0,0.27992672
0,143,2.0,964981775,0,0.10822588
0,113,4.0,964981780,0,0.13709635
0,211,4.0,964981799,0,0.0686379
0,212,4.0,964981799,0,0.07198123
0,68,5.0,964981827,3,0.838366
0,70,5.0,964981827,3,0.70972216
0,75,4.0,964981855,3,0.6189446
0,178,5.0,964981855,0,0.41886798
0,228,5.0,964981855,0,0.8342358
0,69,5.0,964981872,3,0.69941545
0,202,4.0,964981872,0,0.057636734
0,188,5.0,964981872,0,0.2259198
0,166,5.0,964981888,1,0.7925026
0,191,5.0,964981888,0,0.30027786
0,121,4.0,964981888,1,0.762478
0,77,5.0,964981909,3,0.4558896
0,78,5.0,964981909,3,0.5012493
0,89,5.0,964981909,3,0.70051223
0,224,5.0,964981909,0,0.37798035
0,25,5.0,964981909,4,0.5741101
0,7,4.0,964982176,4,0.7358118
0,115,5.0,964982176,0,0.49612275
0,46,5.0,964982176,2,0.007818212
0,189,5.0,964982176,0,0.46866947
0,190,5.0,964982191,0,0.27639928
0,117,4.0,964982211,0,0.5237826
0,2,4.0,964982224,4,0.38126355
0,156,5.0,964982242,0,0.1288161
0,196,5.0,964982242,0,0.17225425
0,164,5.0,964982242,0,0.48391956
0,195,5.0,964982271,0,0.21272133
0,33,4.0,964982271,4,0.5211286
0,221,4.0,964982271,0,0.084840916
0,218,4.0,964982271,0,0.60367435
0,86,5.0,964982290,3,0.30524838
0,100,5.0,964982290,2,0.37331873
0,187,4.0,964982290,0,0.69430864
0,17,3.0,964982310,4,0.41105402
0,154,4.0,964982310,0,0.4292283
0,94,3.0,964982310,3,0.15962733
0,145,4.0,964982310,0,0.40464386
0,163,3.0,964982328,0,0.19192551
0,213,5.0,964982328,0,0.11111839
0,102,5.0,964982346,2,0.103589736
0,26,4.0,964982346,4,0.75432605
0,23,3.0,964982363,0,0.057148468
0,225,5.0,964982363,0,0.020280715
0,172,4.0,964982377,0,0.49641222
0,126,5.0,964982400,0,0.23302329
0,58,5.0,964982400,3,0.044373754
0,5,3.0,964982400,4,0.17722534
0,40,4.0,964982400,4,0.44314092
0,226,4.0,964982417,0,0.21422055
0,150,4.0,964982462,0,0.16807759
0,44,5.0,964982475,3,0.5324512
0,194,5.0,964982495,0,0.6654862
0,204,4.0,964982495,0,0.09405257
0,66,4.0,964982513,3,0.32905605
0,155,3.0,964982513,0,0.06792976
0,134,5.0,964982529,0,0.7475612
0,32,4.0,964982546,4,0.30610076
0,37,3.0,964982563,4,0.5846876
0,123,4.0,964982563,0,0.23200612
0,19,4.0,964982563,4,0.16689618
0,132,4.0,964982588,0,0.024093619
0,21,5.0,964982588,4,0.047853794
0,170,2.0,964982588,1,0.3858695
0,159,5.0,964982588,0,0.40686533
0,173,5.0,964982620,0,0.41182223
0,107,3.0,964982620,2,0.28657523
0,157,4.0,964982620,0,0.11217491
0,99,4.0,964982620,3,0.33004135
0,30,4.0,964982653,4,0.16151296
0,41,3.0,964982653,4,0.44303805
0,55,5.0,964982653,3,0.1292441
0,130,5.0,964982653,1,0.2204667
0,92,3.0,964982653,3,0.32696518
0,50,5.0,964982681,3,0.037088178
0,186,5.0,964982703,0,0.021719916
0,181,5.0,964982703,0,0.33425406
0,0,4.0,964982703,4,0.6516683
0,88,5.0,964982703,3,0.1643416
0,52,5.0,964982791,3,0.12582903
0,124,5.0,964982791,0,0.091847524
0,56,5.0,964982791,3,0.1917639
0,199,5.0,964982791,0,0.2700478
0,137,5.0,964982791,0,0.18091105
0,136,5.0,964982791,0,0.1955545
0,35,5.0,964982838,4,0.13058956
0,127,5.0,964982838,0,0.29887757
0,38,5.0,964982838,4,0.09738673
0,128,5.0,964982838,0,0.05221276
0,131,4.0,964982838,0,0.18361826
0,138,5.0,964982838,1,0.037238702
0,53,5.0,964982855,3,0.2322933
0,135,5.0,964982876,0,0.09423064
0,51,5.0,964982876,3,0.017030751
0,54,3.0,964982903,0,0.12548986
0,122,5.0,964982903,0,0.051402003
0,230,4.0,964982903,2,0.011162089
0,4,5.0,964982931,4,0.47375792
0,36,5.0,964982931,4,0.5737981
0,103,5.0,964982951,2,0.19900627
0,62,5.0,964982951,3,0.5373718
0,74,5.0,964982951,3,0.5016087
0,16,3.0,964982967,4,0.6858737
0,144,4.0,964982989,0,0.45123687
0,167,5.0,964983000,1,0.15909725
0,93,3.0,964983017,3,0.24326448
0,193,4.0,964983034,0,0.62208194
0,111,5.0,964983034,0,0.033372268
0,104,4.0,964983056,2,0.019953685
0,112,4.0,964983056,2,0.052370418
0,169,4.0,964983080,0,0.17956874
0,152,2.0,964983094,0,0.07111859
0,207,3.0,964983108,0,0.24521329
0,151,5.0,964983123,0,0.114056945
0,48,5.0,964983219,3,0.03716478
0,72,4.0,964983250,3,0.3485341
0,147,5.0,964983263,0,0.52588135
0,192,5.0,964983282,0,0.7268693
1,232,3.0,1445714835,19,0.34210134
1,244,4.0,1445714841,5,0.4625142
1,258,5.0,1445714851,0,0.006742971
1,256,3.5,1445714854,0,0.14255318
1,251,3.5,1445714874,2,0.2547403
1,254,4.0,1445714882,0,0.17501773
1,219,4.0,1445714885,15,0.09411001
1,249,3.5,1445714891,3,0.3634386
1,242,4.0,1445714926,5,0.07199026
1,250,2.5,1445714938,3,0.09011825
1,243,3.0,1445714941,4,0.015705206
1,234,4.0,1445714952,12,0.039084937
1,235,3.5,1445714960,11,0.015499725
1,252,5.0,1445714966,1,0.14951158
1,241,3.0,1445714974,6,0.05683624
1,239,5.0,1445714980,6,0.019555807
1,236,4.0,1445715013,9,0.005857067
1,18,4.0,1445715029,19,0.0031807881
1,237,4.0,1445715064,9,0.083600715
1,238,4.5,1445715141,7,0.31133673
1,253,3.0,1445715145,0,0.44454187
1,240,4.5,1445715154,6,0.17123462
1,247,4.0,1445715166,3,0.01566179
1,246,5.0,1445715172,3,0.045431532
2,86,3.5,1306463323,14,0.025292255
2,133,2.0,1306463559,11,0.007097476
2,270,3.0,1306463561,14,0.12563989
2,264,0.5,1306463567,14,0.04862966
2,267,0.5,1306463569,14,0.03742799
2,271,0.5,1306463572,11,0.015320001
2,259,0.5,1306463578,15,0.04699408
2,262,0.5,1306463595,15,0.032220453
2,224,5.0,1306463603,10,0.015039924
2,263,5.0,1306463611,14,0.075394556
2,260,0.5,1306463619,14,0.032723803
2,268,0.5,1306463624,14,0.07769838
2,265,0.5,1306463627,14,0.1025745
2,272,4.0,1306463631,11,0.0076570543
2,276,0.5,1306463638,11,0.009391503
2,285,5.0,1306463670,0,0.024618018
2,287,5.0,1306463684,4,0.0015872711
2,281,5.0,1306463708,0,0.025380693
2,280,5.0,1306463718,8,0.003647456
2,278,5.0,1306463770,8,0.0051269117
2,289,5.0,1306463815,0,0.029608777
2,283,5.0,1306463825,0,0.035191685
2,274,5.0,1306463925,11,0.003198782
2,288,4.5,1306463993,1,0.0072523067
2,102,4.5,1306464003,13,0.004234454
2,282,4.5,1306464021,0,0.021387646
2,286,4.5,1306464036,0,0.022367762
2,275,4.5,1306464054,11,0.003247138
2,290,0.5,1306464164,1,0.031150931
2,120,0.5,1306464175,11,0.016776633
2,269,0.5,1306464189,14,0.093722776
2,284,0.5,1306464204,8,0.0072977566
3,300,3.0,945078428,3,0.014702122
3,331,4.0,945078446,2,0.07035623
3,360,3.0,945078467,2,0.1610588
3,315,2.0,945078467,3,0.040628076
3,393,4.0,945078467,0,0.05710276
3,192,2.0,945078528,0,0.5324708
3,400,2.0,945078542,0,0.21749085
3,299,5.0,945078571,3,0.049799785
3,324,2.0,945078587,0,0.07638075
3,326,3.0,945078601,0,0.02223767
3,320,5.0,945078636,3,0.044323597
3,314,4.0,945078690,3,0.049832705
3,358,5.0,945078690,2,0.039073724
3,382,2.0,945078690,2,0.05408813
3,407,4.0,945078708,0,0.04115809
3,405,5.0,945078814,0,0.079214096
3,397,5.0,945078863,0,0.06314271
3,409,2.0,945078946,0,0.11216355
3,342,2.0,945078946,3,0.22298992
3,116,5.0,945078967,0,0.049658906
3,350,2.0,945078967,2,0.06592297
3,178,5.0,945079013,0,0.4316441
3,383,4.0,945079052,0,0.27005482
3,303,5.0,945079078,3,0.17167786
3,327,4.0,945079106,2,0.03338194
3,319,1.0,945079106,3,0.3275312
3,367,5.0,945079143,0,0.0418196
3,395,5.0,945079164,0,0.049502023
3,308,5.0,945079182,3,0.041687906
3,52,4.0,945079232,3,0.04495214
3,302,2.0,945079259,0,0.037688848
3,25,5.0,945079259,3,0.117178835
3,15,5.0,945079259,3,0.5201355
3,343,5.0,945079259,3,0.09321768
3,31,2.0,945079301,3,0.07952052
3,60,4.0,945079483,3,0.052921344
3,44,5.0,945079521,2,0.06831642
3,127,5.0,945079521,0,0.08538102
3,88,5.0,945079653,3,0.094731845
3,359,4.0,945079653,2,0.09483301
3,379,5.0,945079653,0,0.12901889
3,330,4.0,945079653,2,0.072033465
3,322,4.0,945079670,3,0.058603283
3,264,5.0,945079670,2,0.052958164
3,74,4.0,945079729,2,0.11560893
3,388,4.0,945079729,0,0.038148507
3,362,5.0,945079767,1,0.041826144
3,399,4.0,945079790,0,0.17425722
3,98,4.0,945079790,2,0.044758543
3,332,4.0,945079837,2,0.26245052
3,103,2.0,945079837,1,0.091641866
3,396,4.0,945079858,0,0.09481944
3,318,5.0,945079872,0,0.08094698
3,108,4.0,945079889,1,0.056523602
3,37,3.0,945079906,3,0.08894786
3,364,1.0,945079906,2,0.016843738
3,410,5.0,945079920,0,0.04279607
3,366,4.0,945079956,1,0.04491091
3,16,1.0,945173350,3,0.38743582
3,166,1.0,945173385,0,0.64995426
3,3,2.0,945173425,3,0.1393091
3,292,2.0,945173447,3,0.12602416
3,363,4.0,945173492,2,0.04143092
3,14,2.0,945173513,3,0.38687003
3,403,2.0,945173553,0,0.3913173
3,336,5.0,945173602,2,0.051827118
3,339,5.0,945173654,2,0.005104061
3,341,5.0,945173692,2,0.030526742
3,361,1.0,945173766,3,0.040719107
